1.1447,0.201,0.2053,0.9894,7.1994,7.8898,B to C to Grd
1.18,0.2087,0.2059,0.9813,7.1192,7.8077,B to C to Grd
1.1806,0.2053,0.2021,0.9884,7.1872,7.87,B to C to Grd
1.1888,0.2074,0.204,0.9816,7.1643,7.8291,B to C to Grd
1.1628,0.2057,0.203,0.9844,7.1608,7.8619,B to C to Grd
1.1751,0.2055,0.2022,0.9805,7.1377,7.8582,B to C to Grd
1.1878,0.2073,0.2038,0.9872,7.1668,7.8322,B to C to Grd
1.132,0.2084,0.2086,0.9853,7.1764,7.8933,B to C to Grd
1.1991,0.2042,0.2084,0.9897,7.1577,7.8876,B to C to Grd
1.1088,0.2062,0.2028,0.9875,7.1582,7.874,B to C to Grd
1.1661,0.2069,0.2001,0.989,7.107,7.8469,B to C to Grd
1.1119,0.209,0.2067,0.9873,7.1717,7.865,B to C to Grd
1.1203,0.2023,0.2061,0.9835,7.1779,7.8598,B to C to Grd
1.1533,0.2023,0.2033,0.989,7.1467,7.8534,B to C to Grd
1.1519,0.2019,0.2032,0.9888,7.1244,7.8285,B to C to Grd
1.1061,0.2003,0.2025,0.979,7.1626,7.8271,B to C to Grd
1.1801,0.2089,0.2066,0.9774,7.1029,7.888,B to C to Grd
1.1056,0.2033,0.2062,0.98,7.1735,7.8398,B to C to Grd
1.1206,0.2069,0.202,0.9884,7.1072,7.866,B to C to Grd
1.1857,0.2004,0.2046,0.9874,7.1845,7.801,B to C to Grd
1.1336,0.2087,0.2041,0.9853,7.197,7.8278,B to C to Grd
1.1336,0.2068,0.2057,0.9775,7.1113,7.8351,B to C to Grd
1.1851,0.2086,0.209,0.9887,7.1077,7.8685,B to C to Grd
1.1301,0.2029,0.2041,0.9893,7.1422,7.8218,B to C to Grd
1.1494,0.2033,0.2021,0.9887,7.1902,7.8618,B to C to Grd
1.154,0.2065,0.2054,0.9863,7.1046,7.886,B to C to Grd
1.1587,0.2042,0.2065,0.9832,7.1039,7.847,B to C to Grd
1.1895,0.2063,0.2026,0.9882,7.1937,7.8273,B to C to Grd
1.1115,0.205,0.2095,0.9778,7.1104,7.8334,B to C to Grd
1.1076,0.2035,0.2087,0.9812,7.1458,7.8494,B to C to Grd
1.1314,0.2006,0.2008,0.9782,7.1999,7.8333,B to C to Grd
1.1276,0.2021,0.2057,0.9795,7.1643,7.8644,B to C to Grd
1.1715,0.2012,0.2051,0.9843,7.1943,7.8358,B to C to Grd
1.1077,0.2099,0.2067,0.9815,7.1874,7.8756,B to C to Grd
1.1833,0.205,0.201,0.9882,7.1109,7.8581,B to C to Grd
1.163,0.2023,0.2002,0.9799,7.1125,7.816,B to C to Grd
1.1795,0.2067,0.2058,0.9856,7.159,7.813,B to C to Grd
1.1868,0.2041,0.2073,0.9898,7.1817,7.8459,B to C to Grd
1.149,0.204,0.2072,0.9827,7.1661,7.8009,B to C to Grd
1.1574,0.2066,0.2072,0.9784,7.1633,7.8558,B to C to Grd
1.1754,0.2006,0.2056,0.9871,7.1465,7.8296,B to C to Grd
1.1881,0.2092,0.2033,0.9785,7.1265,7.8718,B to C to Grd
1.1754,0.201,0.2072,0.9823,7.1483,7.8638,B to C to Grd
1.128,0.2056,0.2025,0.9801,7.1033,7.8662,B to C to Grd
1.1736,0.2007,0.2025,0.9837,7.1142,7.8676,B to C to Grd
1.1749,0.2051,0.2024,0.9856,7.1414,7.8158,B to C to Grd
1.1844,0.2052,0.2063,0.9785,7.1351,7.8187,B to C to Grd
1.1756,0.2065,0.2055,0.9774,7.1115,7.8694,B to C to Grd
1.172,0.2034,0.2063,0.9888,7.1317,7.8299,B to C to Grd
1.101,0.2092,0.2074,0.9893,7.1839,7.8354,B to C to Grd
1.1571,0.2012,0.2063,0.9822,7.1899,7.8363,B to C to Grd
1.177,0.2031,0.2058,0.9866,7.108,7.8483,B to C to Grd
1.1425,0.2051,0.2001,0.9898,7.1712,7.8274,B to C to Grd
1.1488,0.208,0.2018,0.9775,7.1909,7.8118,B to C to Grd
1.1407,0.2046,0.2064,0.9834,7.1889,7.8929,B to C to Grd
1.1716,0.2028,0.202,0.9817,7.1921,7.8532,B to C to Grd
1.1551,0.2001,0.2084,0.9819,7.1444,7.8026,B to C to Grd
1.1053,0.2002,0.2059,0.9899,7.1179,7.8679,B to C to Grd
1.1781,0.2042,0.2025,0.9792,7.1926,7.8705,B to C to Grd
1.1479,0.2067,0.2011,0.9813,7.1098,7.8061,B to C to Grd
1.1093,0.2056,0.2008,0.9777,7.1703,7.887,B to C to Grd
1.1826,0.208,0.2043,0.9856,7.1468,7.89,B to C to Grd
1.1123,0.2045,0.2046,0.9776,7.1298,7.8676,B to C to Grd
1.1321,0.2088,0.2027,0.9858,7.1679,7.8809,B to C to Grd
1.1621,0.2033,0.2002,0.9826,7.1265,7.8929,B to C to Grd
1.1132,0.2073,0.2047,0.9811,7.1649,7.8293,B to C to Grd
1.1432,0.2057,0.2086,0.9792,7.1509,7.8226,B to C to Grd
1.1923,0.2013,0.2041,0.9803,7.1842,7.8101,B to C to Grd
